Target,Port,Status,Time,Banner
172.20.0.21,8695,closed,0.001,null
172.20.0.21,8696,closed,0.001,null
172.20.0.21,8697,closed,0.001,null
172.20.0.21,8698,closed,0.001,null
172.20.0.21,8699,closed,0.001,null
172.20.0.21,8700,closed,0.001,null
172.20.0.21,8701,closed,0.001,null
172.20.0.21,8702,closed,0.001,null
172.20.0.21,8703,closed,0.001,null
172.20.0.21,8704,closed,0.001,null
172.20.0.21,8705,closed,0.001,null
172.20.0.21,8706,closed,0.001,null
172.20.0.21,8707,closed,0.001,null
172.20.0.21,8708,closed,0.001,null
172.20.0.21,8709,closed,0.001,null
172.20.0.21,8710,closed,0.001,null
172.20.0.21,8711,closed,0.001,null
172.20.0.21,8712,closed,0.001,null
172.20.0.21,8713,closed,0.001,null
172.20.0.21,8714,closed,0.001,null
172.20.0.21,8715,closed,0.001,null
172.20.0.21,8716,closed,0.001,null
172.20.0.21,8717,closed,0.001,null
172.20.0.21,8718,closed,0.001,null
172.20.0.21,8719,closed,0.001,null
172.20.0.21,8720,closed,0.001,null
172.20.0.21,8721,closed,0.001,null
172.20.0.21,8722,closed,0.001,null
172.20.0.21,8723,closed,0.001,null
172.20.0.21,8724,closed,0.001,null
172.20.0.21,8725,closed,0.001,null
172.20.0.21,8726,closed,0.001,null
172.20.0.21,8727,closed,0.001,null
172.20.0.21,8728,closed,0.001,null
172.20.0.21,8729,closed,0.001,null
172.20.0.21,8730,closed,0.001,null
172.20.0.21,8731,closed,0.001,null
172.20.0.21,8732,closed,0.001,null
172.20.0.21,8733,closed,0.001,null
172.20.0.21,8734,closed,0.001,null
172.20.0.21,8735,closed,0.001,null
172.20.0.21,8736,closed,0.001,null
172.20.0.21,8737,closed,0.001,null
172.20.0.21,8738,closed,0.001,null
172.20.0.21,8739,closed,0.001,null
172.20.0.21,8740,closed,0.001,null
172.20.0.21,8741,closed,0.001,null
172.20.0.21,8742,closed,0.001,null
172.20.0.21,8743,closed,0.001,null
172.20.0.21,8744,closed,0.001,null
172.20.0.21,8745,closed,0.001,null
172.20.0.21,8746,closed,0.001,null
172.20.0.21,8747,closed,0.001,null
172.20.0.21,8748,closed,0.001,null
172.20.0.21,8749,closed,0.001,null
172.20.0.21,8750,closed,0.001,null
172.20.0.21,8751,closed,0.001,null
172.20.0.21,8752,closed,0.001,null
172.20.0.21,8753,closed,0.001,null
172.20.0.21,8754,closed,0.001,null
172.20.0.21,8755,closed,0.001,null
172.20.0.21,8756,closed,0.001,null
172.20.0.21,8757,closed,0.001,null
172.20.0.21,8758,closed,0.001,null
172.20.0.21,8759,closed,0.001,null
172.20.0.21,8760,closed,0.001,null
172.20.0.21,8761,closed,0.001,null
172.20.0.21,8762,closed,0.001,null
172.20.0.21,8763,closed,0.001,null
172.20.0.21,8764,closed,0.001,null
172.20.0.21,8765,closed,0.001,null
172.20.0.21,8766,closed,0.001,null
172.20.0.21,8767,closed,0.001,null
172.20.0.21,8768,closed,0.001,null
172.20.0.21,8769,closed,0.001,null
172.20.0.21,8770,closed,0.001,null
172.20.0.21,8771,closed,0.001,null
172.20.0.21,8772,closed,0.001,null
172.20.0.21,8773,closed,0.001,null
172.20.0.21,8774,closed,0.001,null
172.20.0.21,8775,closed,0.001,null
172.20.0.21,8776,closed,0.001,null
172.20.0.21,8777,closed,0.001,null
172.20.0.21,8778,closed,0.001,null
172.20.0.21,8779,closed,0.001,null
172.20.0.21,8780,closed,0.001,null
172.20.0.21,8781,closed,0.001,null
172.20.0.21,8782,closed,0.001,null
172.20.0.21,8783,closed,0.001,null
172.20.0.21,8784,closed,0.001,null
172.20.0.21,8785,closed,0.001,null
172.20.0.21,8786,closed,0.001,null
172.20.0.21,8787,closed,0.001,null
172.20.0.21,8788,closed,0.001,null
172.20.0.21,8789,closed,0.001,null
172.20.0.21,8790,closed,0.001,null
172.20.0.21,8791,closed,0.001,null
172.20.0.21,8792,closed,0.001,null
172.20.0.21,8793,closed,0.001,null
172.20.0.21,8794,closed,0.001,null
172.20.0.21,8795,closed,0.001,null
172.20.0.21,8796,closed,0.001,null
172.20.0.21,8797,closed,0.001,null
172.20.0.21,8798,closed,0.001,null
172.20.0.21,8799,closed,0.001,null
172.20.0.21,8800,closed,0.001,null
172.20.0.21,8801,closed,0.001,null
172.20.0.21,8802,closed,0.001,null
172.20.0.21,8803,closed,0.001,null
172.20.0.21,8804,closed,0.001,null
172.20.0.21,8805,closed,0.001,null
172.20.0.21,8806,closed,0.001,null
172.20.0.21,8807,closed,0.001,null
172.20.0.21,8808,closed,0.001,null
172.20.0.21,8809,closed,0.001,null
172.20.0.21,8810,closed,0.001,null
172.20.0.21,8811,closed,0.001,null
172.20.0.21,8812,closed,0.001,null
172.20.0.21,8813,closed,0.001,null
172.20.0.21,8814,closed,0.001,null
172.20.0.21,8815,closed,0.001,null
172.20.0.21,8816,closed,0.001,null
172.20.0.21,8817,closed,0.001,null
172.20.0.21,8818,closed,0.001,null
172.20.0.21,8819,closed,0.001,null
172.20.0.21,8820,closed,0.001,null
172.20.0.21,8821,closed,0.001,null
172.20.0.21,8822,closed,0.001,null
172.20.0.21,8823,closed,0.001,null
172.20.0.21,8824,closed,0.001,null
172.20.0.21,8825,closed,0.001,null
172.20.0.21,8826,closed,0.001,null
172.20.0.21,8827,closed,0.001,null
172.20.0.21,8828,closed,0.001,null
172.20.0.21,8829,closed,0.001,null
172.20.0.21,8830,closed,0.001,null
172.20.0.21,8831,closed,0.001,null
172.20.0.21,8832,closed,0.001,null
172.20.0.21,8833,closed,0.001,null
172.20.0.21,8834,closed,0.001,null
172.20.0.21,8835,closed,0.001,null
172.20.0.21,8836,closed,0.001,null
172.20.0.21,8837,closed,0.001,null
172.20.0.21,8838,closed,0.001,null
172.20.0.21,8839,closed,0.001,null
172.20.0.21,8840,closed,0.001,null
172.20.0.21,8841,closed,0.001,null
172.20.0.21,8842,closed,0.001,null
172.20.0.21,8843,closed,0.001,null
172.20.0.21,8844,closed,0.001,null
172.20.0.21,8845,closed,0.001,null
172.20.0.21,8846,closed,0.001,null
172.20.0.21,8847,closed,0.001,null
172.20.0.21,8848,closed,0.001,null
172.20.0.21,8849,closed,0.001,null
172.20.0.21,8850,closed,0.001,null
172.20.0.21,8851,closed,0.001,null
172.20.0.21,8852,closed,0.001,null
172.20.0.21,8853,closed,0.001,null
172.20.0.21,8854,closed,0.001,null
172.20.0.21,8855,closed,0.001,null
172.20.0.21,8856,closed,0.001,null
172.20.0.21,8857,closed,0.001,null
172.20.0.21,8858,closed,0.001,null
172.20.0.21,8859,closed,0.001,null
172.20.0.21,8860,closed,0.001,null
172.20.0.21,8861,closed,0.001,null
172.20.0.21,8862,closed,0.001,null
172.20.0.21,8863,closed,0.001,null
172.20.0.21,8864,closed,0.001,null
172.20.0.21,8865,closed,0.001,null
172.20.0.21,8866,closed,0.001,null
172.20.0.21,8867,closed,0.001,null
172.20.0.21,8868,closed,0.001,null
172.20.0.21,8869,closed,0.001,null
172.20.0.21,8870,closed,0.001,null
172.20.0.21,8871,closed,0.001,null
172.20.0.21,8872,closed,0.001,null
172.20.0.21,8873,closed,0.001,null
172.20.0.21,8874,closed,0.001,null
172.20.0.21,8875,closed,0.001,null
172.20.0.21,8876,closed,0.001,null
172.20.0.21,8877,closed,0.001,null
172.20.0.21,8878,closed,0.001,null
172.20.0.21,8879,closed,0.001,null
172.20.0.21,8880,closed,0.001,null
172.20.0.21,8881,closed,0.001,null
172.20.0.21,8882,closed,0.001,null
172.20.0.21,8883,closed,0.001,null
172.20.0.21,8884,closed,0.001,null
172.20.0.21,8885,closed,0.001,null
172.20.0.21,8886,closed,0.001,null
172.20.0.21,8887,closed,0.001,null
172.20.0.21,8888,open,0.5704,http
172.20.0.21,8889,closed,0.001,null
172.20.0.21,8890,closed,0.001,null
172.20.0.21,8891,closed,0.001,null
172.20.0.21,8892,closed,0.001,null
172.20.0.21,8893,closed,0.001,null
172.20.0.21,8894,closed,0.001,null
172.20.0.21,8895,closed,0.001,null
172.20.0.21,8896,closed,0.001,null
172.20.0.21,8897,closed,0.001,null
172.20.0.21,8898,closed,0.001,null
172.20.0.21,8899,closed,0.001,null
172.20.0.21,8900,closed,0.001,null
172.20.0.21,8901,closed,0.001,null
172.20.0.21,8902,closed,0.001,null
172.20.0.21,8903,closed,0.001,null
172.20.0.21,8904,closed,0.001,null
172.20.0.21,8905,closed,0.001,null
172.20.0.21,8906,closed,0.001,null
172.20.0.21,8907,closed,0.001,null
172.20.0.21,8908,closed,0.001,null
172.20.0.21,8909,closed,0.001,null
172.20.0.21,8910,closed,0.001,null
172.20.0.21,8911,closed,0.001,null
172.20.0.21,8912,closed,0.001,null
172.20.0.21,8913,closed,0.001,null
172.20.0.21,8914,closed,0.001,null
172.20.0.21,8915,closed,0.001,null
172.20.0.21,8916,closed,0.001,null
172.20.0.21,8917,closed,0.001,null
172.20.0.21,8918,closed,0.001,null
172.20.0.21,8919,closed,0.001,null
172.20.0.21,8920,closed,0.001,null
172.20.0.21,8921,closed,0.001,null
172.20.0.21,8922,closed,0.001,null
172.20.0.21,8923,closed,0.001,null
172.20.0.21,8924,closed,0.001,null
172.20.0.21,8925,closed,0.001,null
172.20.0.21,8926,closed,0.001,null
172.20.0.21,8927,closed,0.001,null
172.20.0.21,8928,closed,0.001,null
172.20.0.21,8929,closed,0.001,null
172.20.0.21,8930,closed,0.001,null
172.20.0.21,8931,closed,0.001,null
172.20.0.21,8932,closed,0.001,null
172.20.0.21,8933,closed,0.001,null
172.20.0.21,8934,closed,0.001,null
172.20.0.21,8935,closed,0.001,null
172.20.0.21,8936,closed,0.001,null
172.20.0.21,8937,closed,0.001,null
172.20.0.21,8938,closed,0.001,null
172.20.0.21,8939,closed,0.001,null
172.20.0.21,8940,closed,0.001,null
172.20.0.21,8941,closed,0.001,null
172.20.0.21,8942,closed,0.001,null
172.20.0.21,8943,closed,0.001,null
172.20.0.21,8944,closed,0.001,null
172.20.0.21,8945,closed,0.001,null
172.20.0.21,8946,closed,0.001,null
172.20.0.21,8947,closed,0.001,null
172.20.0.21,8948,closed,0.001,null
172.20.0.21,8949,closed,0.001,null
172.20.0.21,8950,closed,0.001,null
172.20.0.21,8951,closed,0.001,null
172.20.0.21,8952,closed,0.001,null
172.20.0.21,8953,closed,0.001,null
172.20.0.21,8954,closed,0.001,null
172.20.0.21,8955,closed,0.001,null
172.20.0.21,8956,closed,0.001,null
172.20.0.21,8957,closed,0.001,null
172.20.0.21,8958,closed,0.001,null
172.20.0.21,8959,closed,0.001,null
172.20.0.21,8960,closed,0.001,null
172.20.0.21,8961,closed,0.001,null
172.20.0.21,8962,closed,0.001,null
172.20.0.21,8963,closed,0.001,null
172.20.0.21,8964,closed,0.001,null
172.20.0.21,8965,closed,0.001,null
172.20.0.21,8966,closed,0.001,null
172.20.0.21,8967,closed,0.001,null
172.20.0.21,8968,closed,0.001,null
172.20.0.21,8969,closed,0.001,null
172.20.0.21,8970,closed,0.001,null
172.20.0.21,8971,closed,0.001,null
172.20.0.21,8972,closed,0.001,null
172.20.0.21,8973,closed,0.001,null
172.20.0.21,8974,closed,0.001,null
172.20.0.21,8975,closed,0.001,null
172.20.0.21,8976,closed,0.001,null
172.20.0.21,8977,closed,0.001,null
172.20.0.21,8978,closed,0.001,null
172.20.0.21,8979,closed,0.001,null
172.20.0.21,8980,closed,0.001,null
172.20.0.21,8981,closed,0.001,null
172.20.0.21,8982,closed,0.001,null
172.20.0.21,8983,closed,0.001,null
172.20.0.21,8984,closed,0.001,null
172.20.0.21,8985,closed,0.001,null
172.20.0.21,8986,closed,0.001,null
172.20.0.21,8987,closed,0.001,null
172.20.0.21,8988,closed,0.001,null
172.20.0.21,8989,closed,0.001,null
172.20.0.21,8990,closed,0.001,null
172.20.0.21,8991,closed,0.001,null
172.20.0.21,8992,closed,0.001,null
172.20.0.21,8993,closed,0.001,null
172.20.0.21,8994,closed,0.001,null
172.20.0.21,8995,closed,0.001,null
172.20.0.21,8996,closed,0.001,null
172.20.0.21,8997,closed,0.001,null
172.20.0.21,8998,closed,0.001,null
172.20.0.21,8999,closed,0.001,null
172.20.0.21,9000,closed,0.001,null
